iter	Logloss
496	0.2502521918
497	0.2500746016
498	0.2499406687
499	0.2498419098
500	0.2497205276
501	0.2493681988
502	0.249244003
503	0.2487352937
504	0.2483148151
505	0.2482233685
506	0.2480463354
507	0.2478959786
508	0.2477989959
509	0.2476888733
510	0.2475714055
511	0.2474156747
512	0.2472898478
513	0.2471655286
514	0.2470605942
515	0.2469250883
516	0.2467388917
517	0.2462936235
518	0.2462207723
519	0.2461395298
520	0.2458508696
521	0.2457193269
522	0.2456426145
523	0.2452738263
524	0.2451805714
525	0.2448493456
526	0.2447300861
527	0.2446257976
528	0.2445211103
529	0.2443858848
530	0.2443007265
531	0.2441669115
532	0.244057017
533	0.2439433545
534	0.2438233541
535	0.2436593968
536	0.243488912
537	0.2430143462
538	0.2429149911
539	0.2427948823
540	0.2423751065
541	0.2422957084
542	0.2421662051
543	0.2420764254
544	0.2418558739
545	0.2418187376
546	0.2417292996
547	0.2416042822
548	0.2415189948
549	0.2414216818
550	0.241321389
551	0.2411829712
552	0.2410852419
553	0.2409693535
554	0.2407921291
555	0.2407022958
556	0.2405827126
557	0.2404909905
558	0.240388074
559	0.2403141359
560	0.2402260728
561	0.2401340782
562	0.2400712432
563	0.2399051639
564	0.2398336792
565	0.2396890685
566	0.2395157601
567	0.2394476664
568	0.239388608
569	0.2392029734
570	0.2391431763
571	0.2390162451
572	0.2389175682
573	0.2388431078
574	0.2387536989
575	0.238665447
576	0.2385855176
577	0.2384798989
578	0.2383889266
579	0.238320582
580	0.2382425024
581	0.2379887979
582	0.2377260187
583	0.2371944989
584	0.2371189043
585	0.2369689679
586	0.2367389894
587	0.2366928371
588	0.2365747598
589	0.2364620841
590	0.236343425
591	0.2362197337
592	0.236142043
593	0.2359019741
594	0.2358070934
595	0.2357410624
596	0.2356298647
597	0.2350653984
598	0.2347544166
599	0.2345181563
600	0.234267984
601	0.2341672786
602	0.2340537228
603	0.2334301496
604	0.2333124639
605	0.2330397273
606	0.2328973485
607	0.2326484262
608	0.232545028
609	0.2324276038
610	0.2323732718
611	0.2322843976
612	0.2321646663
613	0.2320711373
614	0.2316397672
615	0.2315442039
616	0.2314114321
617	0.2313311587
618	0.2312162354
619	0.2311280486
620	0.2310210018
621	0.230908804
622	0.2308126745
623	0.2307222215
624	0.2306207844
625	0.230526585
626	0.2304295578
627	0.2301784157
628	0.2301193868
629	0.2299002714
630	0.2297598681
631	0.2293668347
632	0.2292316918
633	0.2291071863
634	0.2288114272
635	0.2286956408
636	0.2286117185
637	0.228495331
638	0.2283432254
639	0.2282464758
640	0.2279465957
641	0.227794287
642	0.2277003398
643	0.2274362595
644	0.2273269498
645	0.2269519391
646	0.2267615753
647	0.2266716707
648	0.2265687207
649	0.2264698161
650	0.2264063775
651	0.226299707
652	0.2262177357
653	0.2258815488
654	0.2258165413
655	0.2257206408
656	0.225617061
657	0.2254399634
658	0.2253087627
659	0.2251908827
660	0.2251133507
661	0.2249954994
662	0.2249275433
663	0.2248321695
664	0.224728803
665	0.2246344911
666	0.2245808784
667	0.2245116532
668	0.2244498212
669	0.224192209
670	0.2238888768
671	0.2238112553
672	0.2236609
673	0.223550212
674	0.223209839
675	0.2230671295
676	0.2229562527
677	0.2228592209
678	0.2227581599
679	0.2226733282
680	0.2225847889
681	0.2221724682
682	0.2220712032
683	0.221838943
684	0.2217023248
685	0.2216145784
686	0.221555378
687	0.2214532659
688	0.2213536673
689	0.2211438206
690	0.2210956705
691	0.2208727527
692	0.2207397954
693	0.2205983478
694	0.2203505429
695	0.2201267831
696	0.2200074036
697	0.2199517596
698	0.2198960498
699	0.2198047678
700	0.2196738181
701	0.2195841646
702	0.2195028667
703	0.219441227
704	0.2192717178
705	0.2191417947
706	0.2189088856
707	0.2188018407
708	0.2187179985
709	0.2186653069
710	0.2185705643
711	0.2184799195
712	0.2181728287
713	0.2181052202
714	0.2178978134
715	0.2178236307
716	0.2176971344
717	0.2174731879
718	0.2172799552
719	0.2171626911
720	0.2170414689
721	0.2169408588
722	0.2166117712
723	0.2165506679
724	0.2164229117
725	0.2161579769
726	0.2159636312
727	0.2159120215
728	0.2157982925
729	0.2155112512
730	0.2152050071
731	0.2150813438
732	0.2149903851
733	0.2149186167
734	0.2146222426
735	0.2144929771
736	0.214376693
737	0.2142882407
738	0.2142254355
739	0.2141192469
740	0.2140308816
741	0.2138949578
742	0.2138364402
743	0.2135686172
744	0.2134753509
745	0.2134098284
746	0.2133419175
747	0.213111057
748	0.2129860114
749	0.2128526937
750	0.2127407493
751	0.2126147562
752	0.2124671775
753	0.2123736054
754	0.2123335085
755	0.2121222191
756	0.2118555678
757	0.2117681381
758	0.2116669456
759	0.2115246128
760	0.211434249
761	0.2113122642
762	0.2111220391
763	0.2110590808
764	0.2109255597
765	0.2108277138
766	0.2107398431
767	0.2106914374
768	0.2105650383
769	0.2104983588
770	0.210357726
771	0.2102170888
772	0.2101535611
773	0.2101132003
774	0.2098596121
775	0.2097743541
776	0.2096629138
777	0.2095876058
778	0.2093553373
779	0.2092024205
780	0.2091539584
781	0.2090782624
782	0.2090058121
783	0.2089060697
784	0.2088098157
785	0.2087046927
786	0.2086093222
787	0.2085084914
788	0.2084477299
789	0.2083664971
790	0.2083208185
791	0.2082046525
792	0.208129673
793	0.2080701679
794	0.2079832086
795	0.2078880457
796	0.2077960996
797	0.207668866
798	0.2074754535
799	0.2073272831
800	0.2072451105
801	0.2071675986
802	0.2071025088
803	0.2070164479
804	0.2069505293
805	0.2068947535
806	0.2068036647
807	0.2067298067
808	0.2066612903
809	0.2065724917
810	0.2065038125
811	0.2064570788
812	0.2063831306
813	0.206290634
814	0.206131904
815	0.2060680957
816	0.2059948941
817	0.205904001
818	0.2058225694
819	0.2057624232
820	0.2056865625
821	0.205579907
822	0.2055242759
823	0.2054528168
824	0.2053611342
825	0.2052679748
826	0.2051355517
827	0.2050205255
828	0.2049514672
829	0.2048827496
830	0.2047118098
831	0.2046223761
832	0.2045790725
833	0.2045079919
834	0.2044003796
835	0.2043662238
836	0.2042529824
837	0.2041070658
838	0.2040287854
839	0.203979003
840	0.2039282823
841	0.203796504
842	0.2037168272
843	0.2036426663
844	0.2035105616
845	0.2034291007
846	0.203339422
847	0.2032657803
848	0.2032035055
849	0.2031334149
850	0.203057709
851	0.2029760253
852	0.2029076628
853	0.2028145051
854	0.2026788474
855	0.2026217066
856	0.2024974794
857	0.2024105914
858	0.2023467034
859	0.2022298934
860	0.2021158948
861	0.202029009
862	0.2019520394
863	0.2018822043
864	0.2017977054
865	0.2017311838
866	0.2016389391
867	0.2015263708
868	0.2014521017
869	0.2013931655
870	0.2013072779
871	0.2012309322
872	0.2011406569
873	0.2010839732
874	0.2010322275
875	0.2009145912
876	0.2008004554
877	0.2006976148
878	0.2006377317
879	0.2005756858
880	0.2004759258
881	0.2004136876
882	0.2003409627
883	0.2002708372
884	0.2000313585
885	0.199960186
886	0.1999171576
887	0.1998486466
888	0.1998014887
889	0.1997451673
890	0.1996420346
891	0.1995551002
892	0.199509268
893	0.1994295019
894	0.1993252741
895	0.1992360986
896	0.1991733018
897	0.1991206191
898	0.1990615268
899	0.1990003689
900	0.1989238701
901	0.1988493888
902	0.1987982858
903	0.1987392852
904	0.1986664739
905	0.1985237194
906	0.1983287198
907	0.1981193831
908	0.1980764264
909	0.1980176573
910	0.1979221751
911	0.1978776179
912	0.1977762651
913	0.1977145893
914	0.1976085231
915	0.1975377861
916	0.1974495656
917	0.1973741007
918	0.197288874
919	0.1972283228
920	0.197147906
921	0.1970697444
922	0.1969947541
923	0.196941222
924	0.1968519795
925	0.1967786533
926	0.1966470725
927	0.1965953092
928	0.1964501815
929	0.1964046597
930	0.1963232482
931	0.196227927
932	0.1961707257
933	0.1960738618
934	0.1959876094
935	0.1958124177
936	0.1957545658
937	0.1955647675
938	0.1954841773
939	0.1954022686
940	0.1953336136
941	0.1952456271
942	0.1951030338
943	0.1949840653
944	0.1948895154
945	0.1948208879
946	0.1947492375
947	0.1946399596
948	0.1945268846
949	0.1944269984
950	0.1943346285
951	0.1942497343
952	0.194156319
953	0.1940805357
954	0.194030385
955	0.193996465
956	0.1939407186
957	0.1938622091
958	0.1937962661
959	0.1937187887
960	0.1936524507
961	0.1936004528
962	0.1935420828
963	0.1934514245
964	0.1933909055
965	0.1933315239
966	0.1932618793
967	0.1932040941
968	0.1931123384
969	0.192910485
970	0.1928215304
971	0.1927478347
972	0.1926794444
973	0.1925972246
974	0.1925098097
975	0.1924257877
976	0.1923480283
977	0.192275809
978	0.1921958186
979	0.1921442291
980	0.1920917686
981	0.1920217263
982	0.1919456456
983	0.1918695638
984	0.1917742308
985	0.19171781
986	0.1915716449
987	0.1915161604
988	0.1914395813
989	0.191375984
990	0.1913260236
991	0.1911645421
992	0.1910917971
993	0.1910163509
994	0.1909320425
995	0.190894919
996	0.1908281155
997	0.190758424
998	0.190713074
999	0.1906258978
